,PERMNO
20620,86127
20621,86128
20622,86130
20623,86131
20624,86132
20625,86133
20626,86134
20627,86135
20628,86136
20629,86137
20630,86138
20631,86139
20632,86140
20633,86142
20634,86143
20635,86144
20636,86145
20637,86146
20638,86147
20639,86148
20640,86149
20641,86150
20642,86151
20643,86152
20644,86153
20645,86154
20646,86155
20647,86156
20648,86157
20649,86158
20650,86159
20651,86160
20652,86161
20653,86162
20654,86163
20655,86164
20656,86165
20657,86166
20658,86167
20659,86168
20660,86169
20661,86170
20662,86171
20663,86172
20664,86173
20665,86174
20666,86175
20667,86176
20668,86177
20669,86178
20670,86179
20671,86180
20672,86181
20673,86182
20674,86183
20675,86185
20676,86186
20677,86187
20678,86188
20679,86189
20680,86190
20681,86191
20682,86192
20683,86193
20684,86194
20685,86195
20686,86196
20687,86197
20688,86198
20689,86199
20690,86200
20691,86207
20692,86208
20693,86209
20694,86210
20695,86211
20696,86212
20697,86213
20698,86215
20699,86216
20700,86217
20701,86218
20702,86219
20703,86221
20704,86222
20705,86223
20706,86224
20707,86225
20708,86226
20709,86227
20710,86228
20711,86230
20712,86233
20713,86234
20714,86235
20715,86236
20716,86237
20717,86238
20718,86239
20719,86240
20720,86241
20721,86242
20722,86243
20723,86244
20724,86245
20725,86246
20726,86247
20727,86248
20728,86249
20729,86250
20730,86251
20731,86252
20732,86253
20733,86254
20734,86255
20735,86256
20736,86257
20737,86258
20738,86259
20739,86260
20740,86261
20741,86262
20742,86263
20743,86264
20744,86265
20745,86266
20746,86267
20747,86268
20748,86269
20749,86270
20750,86271
20751,86272
20752,86273
20753,86274
20754,86275
20755,86276
20756,86277
20757,86278
20758,86279
20759,86281
20760,86282
20761,86283
20762,86284
20763,86285
20764,86286
20765,86287
20766,86288
20767,86289
20768,86290
20769,86291
20770,86293
20771,86294
20772,86295
20773,86296
20774,86297
20775,86298
20776,86299
20777,86300
20778,86301
20779,86302
20780,86303
20781,86304
20782,86305
20783,86306
20784,86307
20785,86308
20786,86309
20787,86310
20788,86311
20789,86312
20790,86313
20791,86314
20792,86315
20793,86316
20794,86317
20795,86318
20796,86319
20797,86320
20798,86321
20799,86322
20800,86323
20801,86324
20802,86325
20803,86326
20804,86327
20805,86328
20806,86329
20807,86330
20808,86331
20809,86332
20810,86333
20811,86334
20812,86335
20813,86337
20814,86338
20815,86339
20816,86340
20817,86341
20818,86342
20819,86344
20820,86345
20821,86346
20822,86347
20823,86348
20824,86349
20825,86350
20826,86351
20827,86352
20828,86353
20829,86354
20830,86355
20831,86356
20832,86357
20833,86359
20834,86360
20835,86361
20836,86362
20837,86363
20838,86365
20839,86366
20840,86367
20841,86368
20842,86369
20843,86370
20844,86371
20845,86372
20846,86374
20847,86375
20848,86376
20849,86379
20850,86380
20851,86381
20852,86382
20853,86383
20854,86384
20855,86385
20856,86386
20857,86387
20858,86388
20859,86389
20860,86390
20861,86392
20862,86393
20863,86395
20864,86396
20865,86397
20866,86398
20867,86400
20868,86401
20869,86402
20870,86403
20871,86404
20872,86405
20873,86408
20874,86411
20875,86412
20876,86413
20877,86414
20878,86415
20879,86416
20880,86417
20881,86418
20882,86419
20883,86420
20884,86421
20885,86422
20886,86423
20887,86424
20888,86425
20889,86427
20890,86428
20891,86430
20892,86431
20893,86432
20894,86433
20895,86434
20896,86435
20897,86436
20898,86437
20899,86439
20900,86440
20901,86441
20902,86442
20903,86443
20904,86444
20905,86445
20906,86446
20907,86447
20908,86448
20909,86450
20910,86459
20911,86460
20912,86461
20913,86462
20914,86463
20915,86464
20916,86465
20917,86466
20918,86467
20919,86468
20920,86469
20921,86470
20922,86471
20923,86472
20924,86473
20925,86474
20926,86475
20927,86476
20928,86477
20929,86478
20930,86479
20931,86480
20932,86481
20933,86482
20934,86483
20935,86484
20936,86485
20937,86487
20938,86489
20939,86496
20940,86497
20941,86498
20942,86501
20943,86503
20944,86511
20945,86512
20946,86514
20947,86515
20948,86516
20949,86519
20950,86520
20951,86521
20952,86522
20953,86523
20954,86525
20955,86526
20956,86527
20957,86528
20958,86529
20959,86530
20960,86531
20961,86532
20962,86533
20963,86534
20964,86535
20965,86536
20966,86537
20967,86538
20968,86539
20969,86540
20970,86541
20971,86542
20972,86543
20973,86544
20974,86546
20975,86547
20976,86548
20977,86549
20978,86550
20979,86551
20980,86552
20981,86553
20982,86554
20983,86555
20984,86556
20985,86557
20986,86558
20987,86560
20988,86562
20989,86563
20990,86565
20991,86566
20992,86567
20993,86568
20994,86569
20995,86570
20996,86572
20997,86573
20998,86574
20999,86575
21000,86576
21001,86577
21002,86578
21003,86579
21004,86580
21005,86581
21006,86582
21007,86583
21008,86585
21009,86586
21010,86587
21011,86589
21012,86590
21013,86591
21014,86592
21015,86593
21016,86594
21017,86595
21018,86596
21019,86597
21020,86598
21021,86599
21022,86600
21023,86601
21024,86602
21025,86610
21026,86626
21027,86634
21028,86642
21029,86677
21030,86685
21031,86706
21032,86709
21033,86710
21034,86711
21035,86712
21036,86713
21037,86714
21038,86715
21039,86716
21040,86717
21041,86718
21042,86719
21043,86720
21044,86721
21045,86722
21046,86723
21047,86724
21048,86725
21049,86726
21050,86727
21051,86728
21052,86729
21053,86730
21054,86731
21055,86732
21056,86733
21057,86734
21058,86735
21059,86736
21060,86737
21061,86738
21062,86739
21063,86740
21064,86741
21065,86742
21066,86743
21067,86744
21068,86745
21069,86746
21070,86748
21071,86750
21072,86751
21073,86753
21074,86754
21075,86756
21076,86757
21077,86758
21078,86759
21079,86760
21080,86761
21081,86763
21082,86764
21083,86765
21084,86766
21085,86767
21086,86768
21087,86769
21088,86770
21089,86771
21090,86772
21091,86773
21092,86774
21093,86775
21094,86776
21095,86777
21096,86778
21097,86779
21098,86780
21099,86781
21100,86782
21101,86783
21102,86784
21103,86785
21104,86786
21105,86787
21106,86788
21107,86789
21108,86790
21109,86791
21110,86792
21111,86793
21112,86794
21113,86795
21114,86797
21115,86799
21116,86800
21117,86801
21118,86802
21119,86804
21120,86807
21121,86808
21122,86809
21123,86810
21124,86811
21125,86812
21126,86813
21127,86814
21128,86815
21129,86816
21130,86817
21131,86818
21132,86819
21133,86820
21134,86821
21135,86822
21136,86823
21137,86824
21138,86826
21139,86827
21140,86828
21141,86829
21142,86830
21143,86831
21144,86832
21145,86833
21146,86834
21147,86835
21148,86836
21149,86837
21150,86838
21151,86839
21152,86840
21153,86841
21154,86842
21155,86843
21156,86844
21157,86845
21158,86846
21159,86847
21160,86848
21161,86849
21162,86850
21163,86858
21164,86860
21165,86861
21166,86862
21167,86863
21168,86864
21169,86865
21170,86866
21171,86867
21172,86868
21173,86869
21174,86870
21175,86871
21176,86872
21177,86873
21178,86875
21179,86876
21180,86877
21181,86878
21182,86879
21183,86881
21184,86882
21185,86883
21186,86884
21187,86885
21188,86886
21189,86887
21190,86888
21191,86889
21192,86890
21193,86891
21194,86892
21195,86893
21196,86894
21197,86895
21198,86896
21199,86897
21200,86898
21201,86899
21202,86900
21203,86901
21204,86902
21205,86903
21206,86904
21207,86905
21208,86906
21209,86907
21210,86908
21211,86909
21212,86910
21213,86911
21214,86912
21215,86913
21216,86914
21217,86915
21218,86916
21219,86917
21220,86918
21221,86919
21222,86920
21223,86921
21224,86922
21225,86923
21226,86924
21227,86925
21228,86926
21229,86927
21230,86928
21231,86929
21232,86930
21233,86931
21234,86932
21235,86933
21236,86934
21237,86935
21238,86936
21239,86937
21240,86938
21241,86940
21242,86941
21243,86942
21244,86943
21245,86944
21246,86945
21247,86946
21248,86947
21249,86949
21250,86950
21251,86951
21252,86952
21253,86953
21254,86954
21255,86955
21256,86956
21257,86957
21258,86958
21259,86959
21260,86960
21261,86961
21262,86962
21263,86963
21264,86964
21265,86965
21266,86966
21267,86967
21268,86968
21269,86969
21270,86970
21271,86971
21272,86972
21273,86973
21274,86974
21275,86975
21276,86976
21277,86977
21278,86978
21279,86979
21280,86980
21281,86981
21282,86982
21283,86983
21284,86984
21285,86985
21286,86986
21287,86988
21288,86989
21289,86990
21290,86991
21291,86993
21292,86994
21293,86995
21294,86996
21295,86997
21296,86998
21297,86999
21298,87000
21299,87001
21300,87002
21301,87004
21302,87005
21303,87006
21304,87007
21305,87008
21306,87009
21307,87010
21308,87011
21309,87012
21310,87013
21311,87014
21312,87015
21313,87016
21314,87017
21315,87018
21316,87019
21317,87020
21318,87021
21319,87022
21320,87023
21321,87024
21322,87026
21323,87027
21324,87028
21325,87029
21326,87030
21327,87031
21328,87033
21329,87034
21330,87035
21331,87036
21332,87037
21333,87038
21334,87039
21335,87040
21336,87041
21337,87043
21338,87044
21339,87046
21340,87047
21341,87048
21342,87049
21343,87050
21344,87051
21345,87052
21346,87053
21347,87054
21348,87055
21349,87056
21350,87057
21351,87058
21352,87059
21353,87060
21354,87061
21355,87062
21356,87063
21357,87064
21358,87065
21359,87066
21360,87067
21361,87068
21362,87069
21363,87070
21364,87071
21365,87072
21366,87073
21367,87074
21368,87075
21369,87076
21370,87077
21371,87078
21372,87079
21373,87080
21374,87081
21375,87082
21376,87083
21377,87084
21378,87085
21379,87086
21380,87087
21381,87088
21382,87089
21383,87090
21384,87091
21385,87092
21386,87093
21387,87094
21388,87095
21389,87096
21390,87097
21391,87098
21392,87099
21393,87100
21394,87101
21395,87102
21396,87103
21397,87104
21398,87105
21399,87106
21400,87107
21401,87108
21402,87109
21403,87110
21404,87111
21405,87113
21406,87114
21407,87115
21408,87116
21409,87118
21410,87119
21411,87121
21412,87122
21413,87123
21414,87124
21415,87126
21416,87127
21417,87128
21418,87129
21419,87130
21420,87131
21421,87132
21422,87133
21423,87134
21424,87135
21425,87137
21426,87138
21427,87139
21428,87140
21429,87141
21430,87142
21431,87143
21432,87144
21433,87145
21434,87146
21435,87147
21436,87148
21437,87149
21438,87150
21439,87151
21440,87152
21441,87153
21442,87154
21443,87155
21444,87156
21445,87157
21446,87158
21447,87159
21448,87160
21449,87161
21450,87162
21451,87163
21452,87164
21453,87165
21454,87166
21455,87167
21456,87168
21457,87169
21458,87170
21459,87171
21460,87172
21461,87173
21462,87174
21463,87175
21464,87176
21465,87177
21466,87178
21467,87179
21468,87180
21469,87181
21470,87182
21471,87183
21472,87184
21473,87185
21474,87186
21475,87187
21476,87188
21477,87189
21478,87191
21479,87192
21480,87193
21481,87194
21482,87195
21483,87197
21484,87198
21485,87199
21486,87200
21487,87203
21488,87204
21489,87205
21490,87206
21491,87207
21492,87208
21493,87209
21494,87210
21495,87211
21496,87212
21497,87213
21498,87214
21499,87215
21500,87216
21501,87218
21502,87219
21503,87220
21504,87221
21505,87222
21506,87223
21507,87224
21508,87225
21509,87226
21510,87227
21511,87228
21512,87229
21513,87230
21514,87231
21515,87232
21516,87233
21517,87235
21518,87236
21519,87237
21520,87238
21521,87239
21522,87240
21523,87241
21524,87242
21525,87243
21526,87244
21527,87246
21528,87247
21529,87248
21530,87249
21531,87250
21532,87251
21533,87252
21534,87253
21535,87254
21536,87255
21537,87256
21538,87257
21539,87258
21540,87259
21541,87260
21542,87261
21543,87263
21544,87264
21545,87265
21546,87266
21547,87267
21548,87268
21549,87269
21550,87270
21551,87271
21552,87272
21553,87274
21554,87275
21555,87276
21556,87277
21557,87278
21558,87279
21559,87280
21560,87281
21561,87282
21562,87283
21563,87284
21564,87285
21565,87286
21566,87287
21567,87289
21568,87292
21569,87293
21570,87294
21571,87295
21572,87296
21573,87298
21574,87299
21575,87300
21576,87301
21577,87302
21578,87303
21579,87304
21580,87305
21581,87306
21582,87307
21583,87308
21584,87309
21585,87310
21586,87311
21587,87312
21588,87313
21589,87314
21590,87315
21591,87316
21592,87317
21593,87318
21594,87319
21595,87320
21596,87321
21597,87322
21598,87323
21599,87325
21600,87326
21601,87327
21602,87328
21603,87329
21604,87330
21605,87331
21606,87332
21607,87333
21608,87334
21609,87335
21610,87336
21611,87337
21612,87338
21613,87339
21614,87340
21615,87341
21616,87342
21617,87343
21618,87344
21619,87345
21620,87346
21621,87347
21622,87348
21623,87349
21624,87350
21625,87351
21626,87352
21627,87353
21628,87354
21629,87355
21630,87356
21631,87357
21632,87358
21633,87359
21634,87360
21635,87361
21636,87362
21637,87363
21638,87364
21639,87365
21640,87366
21641,87367
21642,87368
21643,87373
21644,87374
21645,87375
21646,87376
21647,87377
21648,87378
21649,87379
21650,87380
21651,87381
21652,87382
21653,87383
21654,87384
21655,87385
21656,87386
21657,87387
21658,87388
21659,87390
21660,87391
21661,87392
21662,87393
21663,87394
21664,87395
21665,87396
21666,87397
21667,87399
21668,87400
21669,87401
21670,87402
21671,87403
21672,87404
21673,87405
21674,87406
21675,87407
21676,87408
21677,87409
21678,87410
21679,87411
21680,87412
21681,87413
21682,87414
21683,87415
21684,87416
21685,87417
21686,87418
21687,87419
21688,87420
21689,87421
21690,87422
21691,87423
21692,87424
21693,87425
21694,87426
21695,87427
21696,87428
21697,87429
21698,87430
21699,87431
21700,87432
21701,87434
21702,87435
21703,87436
21704,87437
21705,87438
21706,87439
21707,87440
21708,87441
21709,87442
21710,87443
21711,87444
21712,87445
21713,87446
21714,87447
21715,87448
21716,87449
21717,87450
21718,87451
21719,87452
21720,87454
21721,87455
21722,87456
21723,87457
21724,87458
21725,87459
21726,87460
21727,87462
21728,87463
21729,87464
21730,87465
21731,87466
21732,87467
21733,87468
21734,87469
21735,87470
21736,87471
21737,87472
21738,87473
21739,87474
21740,87475
21741,87476
21742,87478
21743,87479
21744,87480
21745,87482
21746,87483
21747,87484
21748,87486
21749,87487
21750,87488
21751,87489
21752,87490
21753,87491
21754,87492
21755,87493
21756,87494
21757,87495
21758,87496
21759,87497
21760,87498
21761,87499
21762,87500
21763,87501
21764,87502
21765,87503
21766,87504
21767,87505
21768,87507
21769,87508
21770,87509
21771,87510
21772,87511
21773,87512
21774,87513
21775,87514
21776,87515
21777,87516
21778,87517
21779,87518
21780,87519
21781,87520
21782,87521
21783,87522
21784,87523
21785,87524
21786,87525
21787,87526
21788,87527
21789,87529
21790,87531
21791,87532
21792,87533
21793,87534
21794,87535
21795,87536
21796,87538
21797,87539
21798,87540
21799,87541
21800,87549
21801,87557
21802,87559
21803,87560
21804,87561
21805,87562
21806,87563
21807,87564
21808,87567
21809,87568
21810,87569
21811,87571
21812,87572
21813,87573
21814,87574
21815,87575
21816,87576
21817,87577
21818,87578
21819,87579
21820,87580
21821,87581
21822,87582
21823,87583
21824,87584
21825,87585
21826,87586
21827,87587
21828,87588
21829,87589
21830,87590
21831,87591
21832,87592
21833,87593
21834,87594
21835,87595
21836,87596
21837,87597
21838,87598
21839,87599
21840,87600
21841,87601
21842,87602
21843,87603
21844,87604
21845,87605
21846,87606
21847,87607
21848,87608
21849,87609
21850,87610
21851,87611
21852,87612
21853,87613
21854,87614
21855,87615
21856,87616
21857,87617
21858,87618
21859,87619
21860,87620
21861,87621
21862,87622
21863,87623
21864,87624
21865,87625
21866,87626
21867,87627
21868,87628
21869,87629
21870,87630
21871,87631
21872,87632
21873,87633
21874,87634
21875,87635
21876,87636
21877,87637
21878,87638
21879,87639
21880,87640
21881,87641
21882,87642
21883,87643
21884,87644
21885,87645
21886,87646
21887,87647
21888,87648
21889,87649
21890,87650
21891,87651
21892,87652
21893,87653
21894,87654
21895,87655
21896,87656
21897,87657
21898,87658
21899,87659
21900,87660
21901,87662
21902,87663
21903,87664
21904,87665
21905,87666
21906,87667
21907,87668
21908,87680
21909,87696
21910,87709
21911,87717
21912,87725
21913,87733
21914,87748
21915,87749
21916,87750
21917,87751
21918,87752
21919,87753
21920,87754
21921,87755
21922,87756
21923,87757
21924,87759
21925,87760
21926,87761
21927,87762
21928,87763
21929,87764
21930,87765
21931,87766
21932,87767
21933,87768
21934,87769
21935,87770
21936,87771
21937,87772
21938,87773
21939,87774
21940,87775
21941,87776
21942,87777
21943,87778
21944,87779
21945,87780
21946,87782
21947,87783
21948,87784
21949,87785
21950,87786
21951,87787
21952,87788
21953,87789
21954,87790
21955,87791
21956,87793
21957,87794
21958,87795
21959,87796
21960,87797
21961,87798
21962,87799
21963,87800
21964,87801
21965,87802
21966,87803
21967,87804
21968,87806
21969,87807
21970,87808
21971,87809
21972,87810
21973,87811
21974,87812
21975,87814
21976,87815
21977,87816
21978,87817
21979,87818
21980,87819
21981,87820
21982,87822
21983,87823
21984,87824
21985,87825
21986,87826
21987,87827
21988,87828
21989,87829
21990,87830
21991,87831
21992,87832
21993,87833
21994,87834
21995,87836
21996,87837
21997,87838
21998,87839
21999,87840
22000,87841
22001,87842
22002,87843
22003,87844
22004,87845
22005,87856
22006,87864
22007,87899
22008,87920
22009,87952
22010,88007
22011,88015
22012,88023
22013,88031
22014,88050
22015,88074
22016,88082
22017,88103
22018,88111
22019,88130
22020,88148
22021,88149
22022,88150
22023,88152
22024,88153
22025,88154
22026,88155
22027,88156
22028,88157
22029,88158
22030,88159
22031,88161
22032,88163
22033,88164
22034,88165
22035,88166
22036,88167
22037,88168
22038,88169
22039,88171
22040,88172
22041,88173
22042,88174
22043,88175
22044,88176
22045,88177
22046,88178
22047,88179
22048,88180
22049,88181
22050,88182
22051,88183
22052,88184
22053,88185
22054,88186
22055,88187
22056,88188
22057,88190
22058,88191
22059,88192
22060,88193
22061,88194
22062,88195
22063,88196
22064,88197
22065,88198
22066,88199
22067,88200
22068,88201
22069,88202
22070,88203
22071,88204
22072,88205
22073,88206
22074,88207
22075,88208
22076,88210
22077,88211
22078,88213
22079,88226
22080,88230
22081,88231
22082,88232
22083,88233
22084,88234
22085,88235
22086,88237
22087,88238
22088,88239
22089,88240
22090,88241
22091,88242
22092,88243
22093,88244
22094,88245
22095,88246
22096,88247
22097,88248
22098,88249
22099,88250
22100,88251
22101,88252
22102,88253
22103,88254
22104,88255
22105,88256
22106,88257
22107,88258
22108,88259
22109,88260
22110,88262
22111,88263
22112,88264
22113,88265
22114,88266
22115,88267
22116,88269
22117,88270
22118,88271
22119,88272
22120,88273
22121,88274
22122,88275
22123,88276
22124,88277
22125,88278
22126,88279
22127,88280
22128,88281
22129,88282
22130,88283
22131,88284
22132,88285
22133,88287
22134,88288
22135,88289
22136,88293
22137,88305
22138,88306
22139,88307
22140,88308
22141,88309
22142,88310
22143,88312
22144,88313
22145,88315
22146,88316
22147,88319
22148,88320
22149,88321
22150,88322
22151,88323
22152,88324
22153,88325
22154,88326
22155,88327
22156,88328
22157,88329
22158,88330
22159,88331
22160,88332
22161,88333
22162,88334
22163,88335
22164,88336
22165,88337
22166,88338
22167,88339
22168,88340
22169,88341
22170,88342
22171,88343
22172,88344
22173,88345
22174,88346
22175,88347
22176,88348
22177,88349
22178,88350
22179,88351
22180,88352
22181,88353
22182,88354
22183,88355
22184,88357
22185,88358
22186,88359
22187,88360
22188,88361
22189,88362
22190,88363
22191,88364
22192,88365
22193,88366
22194,88367
22195,88368
22196,88369
22197,88370
22198,88371
22199,88372
22200,88373
22201,88374
22202,88375
22203,88376
22204,88377
22205,88378
22206,88379
22207,88380
22208,88381
22209,88382
22210,88383
22211,88384
22212,88385
22213,88386
22214,88388
22215,88391
22216,88392
22217,88393
22218,88400
22219,88409
22220,88410
22221,88411
22222,88412
22223,88414
22224,88415
22225,88416
22226,88417
22227,88418
22228,88419
22229,88420
22230,88421
22231,88422
22232,88423
22233,88424
22234,88425
22235,88426
22236,88427
22237,88428
22238,88429
22239,88430
22240,88431
22241,88432
22242,88433
22243,88434
22244,88435
22245,88436
22246,88439
22247,88440
22248,88441
22249,88442
22250,88443
22251,88444
22252,88445
22253,88446
22254,88447
22255,88448
22256,88449
22257,88450
22258,88451
22259,88452
22260,88453
22261,88454
22262,88455
22263,88456
22264,88457
22265,88458
22266,88459
22267,88460
22268,88461
22269,88462
22270,88463
22271,88464
22272,88465
22273,88466
22274,88467
22275,88468
22276,88469
22277,88470
22278,88471
22279,88472
22280,88473
22281,88474
22282,88475
22283,88476
22284,88477
22285,88478
22286,88479
22287,88480
22288,88481
22289,88482
22290,88483
22291,88484
22292,88485
22293,88486
22294,88487
22295,88489
22296,88490
22297,88492
22298,88493
22299,88494
22300,88495
22301,88496
22302,88497
22303,88498
22304,88499
22305,88500
22306,88501
22307,88502
22308,88503
22309,88504
22310,88505
22311,88507
22312,88508
22313,88510
22314,88511
22315,88512
22316,88513
22317,88514
22318,88515
22319,88516
22320,88518
22321,88519
22322,88520
22323,88521
22324,88522
22325,88523
22326,88524
22327,88526
22328,88527
22329,88528
22330,88529
22331,88530
22332,88531
22333,88532
22334,88534
22335,88535
22336,88536
22337,88537
22338,88538
22339,88539
22340,88540
22341,88541
22342,88542
22343,88543
22344,88544
22345,88545
22346,88546
22347,88547
22348,88548
22349,88549
22350,88550
22351,88551
22352,88552
22353,88553
22354,88554
22355,88555
22356,88556
22357,88557
22358,88558
22359,88559
22360,88560
22361,88561
22362,88562
22363,88563
22364,88564
22365,88565
22366,88566
22367,88567
22368,88568
22369,88569
22370,88570
22371,88571
22372,88572
22373,88573
22374,88574
22375,88575
22376,88576
22377,88577
22378,88578
22379,88579
22380,88580
22381,88581
22382,88582
22383,88583
22384,88584
22385,88585
22386,88586
22387,88587
22388,88588
22389,88589
22390,88590
22391,88591
22392,88592
22393,88593
22394,88595
22395,88596
22396,88597
22397,88598
22398,88599
22399,88601
22400,88602
22401,88603
22402,88605
22403,88612
22404,88613
22405,88614
22406,88615
22407,88616
22408,88617
22409,88618
22410,88620
22411,88621
22412,88622
22413,88623
22414,88624
22415,88625
22416,88626
22417,88627
22418,88628
22419,88629
22420,88630
22421,88631
22422,88632
22423,88633
22424,88634
22425,88635
22426,88636
22427,88637
22428,88638
22429,88639
22430,88641
22431,88642
22432,88643
22433,88644
22434,88645
22435,88646
22436,88647
22437,88648
22438,88650
22439,88651
22440,88652
22441,88653
22442,88654
22443,88655
22444,88656
22445,88657
22446,88658
22447,88659
22448,88660
22449,88661
22450,88663
22451,88664
22452,88665
22453,88666
22454,88667
22455,88668
22456,88669
22457,88670
22458,88671
22459,88673
22460,88674
22461,88675
22462,88676
22463,88679
22464,88681
22465,88682
22466,88683
22467,88699
22468,88701
22469,88717
22470,88718
22471,88719
22472,88720
22473,88721
22474,88722
22475,88723
22476,88724
22477,88725
22478,88726
22479,88727
22480,88729
22481,88730
22482,88731
22483,88732
22484,88733
22485,88734
22486,88735
22487,88737
22488,88738
22489,88739
22490,88740
22491,88741
22492,88742
22493,88743
22494,88745
22495,88746
22496,88747
22497,88748
22498,88749
22499,88750
22500,88751
22501,88752
22502,88779
22503,88783
22504,88784
22505,88785
22506,88786
22507,88787
22508,88788
22509,88789
22510,88790
22511,88791
22512,88792
22513,88793
22514,88794
22515,88795
22516,88796
22517,88797
22518,88798
22519,88799
22520,88800
22521,88801
22522,88802
22523,88803
22524,88804
22525,88806
22526,88807
22527,88808
22528,88809
22529,88810
22530,88811
22531,88812
22532,88813
22533,88814
22534,88815
22535,88816
22536,88817
22537,88818
22538,88819
22539,88820
22540,88821
22541,88822
22542,88824
22543,88825
22544,88826
22545,88828
22546,88829
22547,88830
22548,88831
22549,88832
22550,88835
22551,88836
22552,88837
22553,88839
22554,88840
22555,88841
22556,88842
22557,88845
22558,88846
22559,88847
22560,88848
22561,88849
22562,88850
22563,88851
22564,88852
22565,88853
22566,88855
22567,88856
22568,88857
22569,88858
22570,88860
22571,88861
22572,88862
22573,88863
22574,88864
22575,88865
22576,88866
22577,88867
22578,88868
22579,88869
22580,88871
22581,88873
22582,88875
22583,88876
22584,88877
22585,88878
22586,88879
22587,88880
22588,88881
22589,88882
22590,88883
22591,88884
22592,88885
22593,88886
22594,88888
22595,88890
22596,88891
22597,88892
22598,88895
22599,88897
22600,88899
22601,88900
22602,88901
22603,88902
22604,88903
22605,88904
22606,88905
22607,88906
22608,88907
22609,88908
22610,88909
22611,88910
22612,88911
22613,88912
22614,88913
22615,88914
22616,88915
22617,88917
22618,88919
22619,88922
22620,88923
22621,88924
22622,88925
22623,88926
22624,88929
22625,88930
22626,88931
22627,88932
22628,88933
22629,88934
22630,88935
22631,88937
22632,88938
22633,88939
22634,88940
22635,88941
22636,88942
22637,88943
22638,88944
22639,88945
22640,88946
22641,88947
22642,88948
22643,88949
22644,88950
22645,88951
22646,88952
22647,88953
22648,88954
22649,88955
22650,88957
22651,88958
22652,88960
22653,88962
22654,88963
22655,88964
22656,88965
22657,88966
22658,88967
22659,88968
22660,88969
22661,88970
22662,88971
22663,88972
22664,88973
22665,88974
22666,88975
22667,88976
22668,88977
22669,88978
22670,88979
22671,88980
22672,88981
22673,88982
22674,88983
22675,88984
22676,88985
22677,88986
22678,88987
22679,88988
22680,88989
22681,88990
22682,88991
22683,88992
22684,88994
22685,88995
22686,88996
22687,88997
22688,88998
22689,88999
22690,89000
22691,89001
22692,89002
22693,89003
22694,89004
22695,89005
22696,89006
22697,89007
22698,89008
22699,89009
22700,89010
22701,89011
22702,89012
22703,89013
22704,89014
22705,89016
22706,89017
22707,89018
22708,89019
22709,89021
22710,89022
22711,89023
22712,89025
22713,89026
22714,89028
22715,89029
22716,89030
22717,89031
22718,89032
22719,89033
22720,89034
22721,89035
22722,89036
22723,89037
22724,89038
22725,89039
22726,89040
22727,89041
22728,89043
22729,89044
22730,89045
22731,89046
22732,89047
22733,89048
22734,89049
22735,89050
22736,89051
22737,89052
22738,89053
22739,89056
22740,89063
22741,89064
22742,89066
22743,89067
22744,89068
22745,89069
22746,89070
22747,89071
22748,89077
22749,89085
22750,89093
22751,89098
22752,89099
22753,89100
22754,89102
22755,89103
22756,89104
22757,89105
22758,89106
22759,89108
22760,89109
22761,89110
22762,89114
22763,89122
22764,89125
22765,89126
22766,89127
22767,89128
22768,89130
22769,89132
22770,89133
22771,89134
22772,89138
22773,89139
22774,89141
22775,89142
22776,89143
22777,89144
22778,89145
22779,89147
22780,89148
22781,89149
22782,89150
22783,89151
22784,89154
22785,89155
22786,89156
22787,89157
22788,89158
22789,89159
22790,89160
22791,89161
22792,89162
22793,89163
22794,89165
22795,89166
22796,89167
22797,89168
22798,89169
22799,89170
22800,89172
22801,89173
22802,89174
22803,89175
22804,89176
22805,89177
22806,89179
22807,89181
22808,89182
22809,89183
22810,89184
22811,89185
22812,89191
22813,89192
22814,89194
22815,89195
22816,89196
22817,89197
22818,89198
22819,89199
22820,89200
22821,89201
22822,89202
22823,89203
22824,89204
22825,89205
22826,89206
22827,89207
22828,89208
22829,89210
22830,89211
22831,89212
22832,89213
22833,89215
22834,89216
22835,89217
22836,89218
22837,89221
22838,89223
22839,89224
22840,89225
22841,89227
22842,89230
22843,89236
22844,89237
22845,89238
22846,89239
22847,89240
22848,89241
22849,89242
22850,89243
22851,89244
22852,89245
22853,89246
22854,89247
22855,89249
22856,89250
22857,89252
22858,89254
22859,89255
22860,89256
22861,89257
22862,89258
22863,89259
22864,89260
22865,89261
22866,89262
22867,89263
22868,89264
22869,89265
22870,89266
22871,89267
22872,89268
22873,89269
22874,89270
22875,89271
22876,89272
22877,89273
22878,89274
22879,89275
22880,89276
22881,89277
22882,89278
22883,89279
22884,89280
22885,89281
22886,89282
22887,89283
22888,89284
22889,89288
22890,89289
22891,89290
22892,89291
22893,89292
22894,89293
22895,89295
22896,89296
22897,89297
22898,89298
22899,89300
22900,89301
22901,89302
22902,89303
22903,89304
22904,89305
22905,89306
22906,89307
22907,89308
22908,89309
22909,89310
22910,89311
22911,89312
22912,89313
22913,89315
22914,89317
22915,89319
22916,89320
22917,89321
22918,89322
22919,89323
22920,89325
22921,89326
22922,89327
22923,89328
22924,89329
22925,89330
22926,89331
22927,89332
22928,89333
22929,89335
22930,89336
22931,89337
22932,89338
22933,89339
22934,89340
22935,89341
22936,89342
22937,89343
22938,89344
22939,89345
22940,89346
22941,89347
22942,89348
22943,89349
22944,89350
22945,89351
22946,89352
22947,89353
22948,89354
22949,89355
22950,89356
22951,89358
