,PERMNO
7750,39773
7751,39781
7752,39810
7753,39830
7754,39837
7755,39846
7756,39853
7757,39854
7758,39861
7759,39888
7760,39889
7761,39896
7762,39917
7763,39925
7764,39941
7765,39942
7766,39984
7767,39985
7768,39992
7769,39993
7770,40010
7771,40011
7772,40045
7773,40053
7774,40054
7775,40061
7776,40062
7777,40096
7778,40097
7779,40109
7780,40118
7781,40125
7782,40134
7783,40141
7784,40142
7785,40168
7786,40176
7787,40184
7788,40192
7789,40205
7790,40213
7791,40221
7792,40222
7793,40248
7794,40256
7795,40272
7796,40299
7797,40301
7798,40302
7799,40336
7800,40344
7801,40345
7802,40352
7803,40360
7804,40361
7805,40387
7806,40388
7807,40395
7808,40396
7809,40409
7810,40416
7811,40417
7812,40425
7813,40432
7814,40440
7815,40459
7816,40468
7817,40476
7818,40483
7819,40484
7820,40504
7821,40505
7822,40512
7823,40513
7824,40521
7825,40539
7826,40540
7827,40556
7828,40571
7829,40572
7830,40600
7831,40619
7832,40620
7833,40627
7834,40628
7835,40635
7836,40643
7837,40644
7838,40651
7839,40687
7840,40694
7841,40695
7842,40707
7843,40708
7844,40715
7845,40716
7846,40723
7847,40724
7848,40731
7849,40759
7850,40766
7851,40782
7852,40790
7853,40803
7854,40812
7855,40838
7856,40847
7857,40854
7858,40862
7859,40870
7860,40871
7861,40890
7862,40897
7863,40898
7864,40934
7865,40935
7866,40950
7867,40951
7868,40970
7869,40977
7870,40985
7871,40994
7872,41005
7873,41014
7874,41021
7875,41049
7876,41057
7877,41064
7878,41072
7879,41073
7880,41080
7881,41081
7882,41100
7883,41101
7884,41128
7885,41136
7886,41144
7887,41145
7888,41152
7889,41160
7890,41161
7891,41179
7892,41180
7893,41187
7894,41188
7895,41195
7896,41208
7897,41209
7898,41216
7899,41217
7900,41232
7901,41233
7902,41240
7903,41241
7904,41260
7905,41267
7906,41284
7907,41291
7908,41292
7909,41304
7910,41305
7911,41320
7912,41340
7913,41347
7914,41355
7915,41356
7916,41371
7917,41372
7918,41398
7919,41399
7920,41400
7921,41419
7922,41420
7923,41427
7924,41428
7925,41436
7926,41443
7927,41444
7928,41452
7929,41478
7930,41486
7931,41487
7932,41507
7933,41515
7934,41523
7935,41531
7936,41532
7937,41558
7938,41567
7939,41574
7940,41575
7941,41582
7942,41583
7943,41590
7944,41604
7945,41611
7946,41646
7947,41662
7948,41663
7949,41718
7950,41719
7951,41726
7952,41734
7953,41743
7954,41750
7955,41751
7956,41769
7957,41770
7958,41778
7959,41785
7960,41793
7961,41806
7962,41807
7963,41814
7964,41815
7965,41822
7966,41823
7967,41830
7968,41849
7969,41850
7970,41865
7971,41866
7972,41873
7973,41874
7974,41902
7975,41910
7976,41911
7977,41929
7978,41930
7979,41937
7980,41953
7981,41989
7982,41996
7983,41997
7984,42008
7985,42024
7986,42025
7987,42032
7988,42033
7989,42041
7990,42059
7991,42067
7992,42068
7993,42075
7994,42083
7995,42084
7996,42104
7997,42112
7998,42113
7999,42121
8000,42139
8001,42140
8002,42148
8003,42155
8004,42156
8005,42164
8006,42171
8007,42198
8008,42200
8009,42201
8010,42219
8011,42227
8012,42228
8013,42235
8014,42236
8015,42243
8016,42251
8017,42286
8018,42307
8019,42315
8020,42323
8021,42324
8022,42358
8023,42359
8024,42366
8025,42374
8026,42383
8027,42390
8028,42403
8029,42438
8030,42439
8031,42446
8032,42447
8033,42454
8034,42455
8035,42462
8036,42471
8037,42518
8038,42519
8039,42526
8040,42527
8041,42534
8042,42535
8043,42542
8044,42543
8045,42550
8046,42551
8047,42569
8048,42577
8049,42578
8050,42585
8051,42586
8052,42593
8053,42606
8054,42607
8055,42614
8056,42657
8057,42665
8058,42674
8059,42681
8060,42682
8061,42710
8062,42729
8063,42737
8064,42745
8065,42753
8066,42761
8067,42788
8068,42796
8069,42817
8070,42818
8071,42833
8072,42834
8073,42842
8074,42868
8075,42876
8076,42877
8077,42884
8078,42892
8079,42893
8080,42905
8081,42906
8082,42921
8083,42922
8084,42948
8085,42965
8086,42972
8087,42981
8088,42999
8089,43000
8090,43019
8091,43020
8092,43027
8093,43028
8094,43036
8095,43043
8096,43051
8097,43052
8098,43078
8099,43095
8100,43107
8101,43115
8102,43123
8103,43124
8104,43132
8105,43158
8106,43159
8107,43166
8108,43167
8109,43174
8110,43183
8111,43190
8112,43203
8113,43211
8114,43238
8115,43239
8116,43246
8117,43247
8118,43263
8119,43271
8120,43290
8121,43298
8122,43318
8123,43326
8124,43327
8125,43334
8126,43342
8127,43350
8128,43369
8129,43377
8130,43385
8131,43394
8132,43406
8133,43407
8134,43414
8135,43422
8136,43423
8137,43430
8138,43449
8139,43457
8140,43465
8141,43466
8142,43473
8143,43474
8144,43481
8145,43502
8146,43510
8147,43529
8148,43530
8149,43537
8150,43553
8151,43561
8152,43588
8153,43589
8154,43596
8155,43597
8156,43609
8157,43610
8158,43617
8159,43618
8160,43625
8161,43634
8162,43668
8163,43676
8164,43677
8165,43685
8166,43692
8167,43705
8168,43706
8169,43713
8170,43714
8171,43721
8172,43748
8173,43749
8174,43757
8175,43764
8176,43765
8177,43772
8178,43781
8179,43800
8180,43829
8181,43836
8182,43837
8183,43844
8184,43852
8185,43860
8186,43861
8187,43879
8188,43880
8189,43887
8190,43888
8191,43908
8192,43916
8193,43940
8194,43959
8195,43960
8196,43967
8197,43976
8198,43983
8199,43984
8200,43992
8201,44003
8202,44011
8203,44039
8204,44046
8205,44055
8206,44062
8207,44070
8208,44071
8209,44089
8210,44090
8211,44097
8212,44118
8213,44126
8214,44127
8215,44134
8216,44135
8217,44143
8218,44150
8219,44151
8220,44169
8221,44170
8222,44177
8223,44178
8224,44185
8225,44186
8226,44193
8227,44194
8228,44206
8229,44207
8230,44214
8231,44223
8232,44230
8233,44231
8234,44250
8235,44257
8236,44265
8237,44266
8238,44273
8239,44274
8240,44282
8241,44302
8242,44311
8243,44329
8244,44330
8245,44337
8246,44338
8247,44345
8248,44346
8249,44353
8250,44354
8251,44361
8252,44389
8253,44396
8254,44397
8255,44409
8256,44410
8257,44417
8258,44418
8259,44425
8260,44433
8261,44434
8262,44442
8263,44468
8264,44469
8265,44476
8266,44477
8267,44484
8268,44485
8269,44492
8270,44493
8271,44505
8272,44506
8273,44513
8274,44514
8275,44521
8276,44522
8277,44548
8278,44556
8279,44557
8280,44564
8281,44565
8282,44572
8283,44573
8284,44580
8285,44581
8286,44599
8287,44600
8288,44601
8289,44602
8290,44628
8291,44629
8292,44636
8293,44637
8294,44644
8295,44645
8296,44652
8297,44653
8298,44661
8299,44687
8300,44688
8301,44695
8302,44708
8303,44709
8304,44724
8305,44725
8306,44733
8307,44740
8308,44759
8309,44760
8310,44767
8311,44768
8312,44775
8313,44776
8314,44783
8315,44791
8316,44792
8317,44804
8318,44812
8319,44813
8320,44820
8321,44821
8322,44839
8323,44840
8324,44856
8325,44863
8326,44871
8327,44872
8328,44898
8329,44899
8330,44901
8331,44919
8332,44928
8333,44935
8334,44936
8335,44943
8336,44951
8337,44952
8338,44986
8339,44987
8340,44994
8341,45014
8342,45022
8343,45031
8344,45049
8345,45050
8346,45057
8347,45058
8348,45065
8349,45074
8350,45081
8351,45082
8352,45102
8353,45103
8354,45110
8355,45129
8356,45137
8357,45145
8358,45146
8359,45153
8360,45189
8361,45196
8362,45197
8363,45217
8364,45225
8365,45226
8366,45233
8367,45241
8368,45242
8369,45268
8370,45277
8371,45285
8372,45292
8373,45306
8374,45313
8375,45314
8376,45321
8377,45348
8378,45356
8379,45373
8380,45380
8381,45381
8382,45399
8383,45400
8384,45401
8385,45402
8386,45428
8387,45436
8388,45437
8389,45444
8390,45452
8391,45460
8392,45479
8393,45487
8394,45495
8395,45508
8396,45509
8397,45516
8398,45524
8399,45525
8400,45532
8401,45540
8402,45560
8403,45567
8404,45583
8405,45591
8406,45604
8407,45605
8408,45612
8409,45620
8410,45647
8411,45648
8412,45655
8413,45656
8414,45663
8415,45671
8416,45672
8417,45699
8418,45700
8419,45719
8420,45720
8421,45727
8422,45728
8423,45735
8424,45743
8425,45744
8426,45751
8427,45779
8428,45786
8429,45794
8430,45807
8431,45815
8432,45823
8433,45831
8434,45858
8435,45866
8436,45874
8437,45882
8438,45883
8439,45890
8440,45891
8441,45903
8442,45911
8443,45946
8444,45947
8445,45954
8446,45955
8447,45962
8448,45970
8449,45989
8450,45997
8451,46009
8452,46010
8453,46017
8454,46018
8455,46025
8456,46026
8457,46033
8458,46034
8459,46041
8460,46042
8461,46068
8462,46076
8463,46077
8464,46084
8465,46085
8466,46105
8467,46113
8468,46114
8469,46121
8470,46122
8471,46148
8472,46149
8473,46156
8474,46157
8475,46164
8476,46165
8477,46172
8478,46173
8479,46180
8480,46181
8481,46201
8482,46228
8483,46229
8484,46236
8485,46237
8486,46245
8487,46252
8488,46260
8489,46261
8490,46279
8491,46288
8492,46295
8493,46296
8494,46308
8495,46309
8496,46324
8497,46332
8498,46340
8499,46360
8500,46367
8501,46375
8502,46383
8503,46384
8504,46391
8505,46392
8506,46404
8507,46405
8508,46412
8509,46413
8510,46420
8511,46421
8512,46447
8513,46448
8514,46455
8515,46463
8516,46464
8517,46471
8518,46472
8519,46498
8520,46499
8521,46500
8522,46501
8523,46519
8524,46527
8525,46543
8526,46544
8527,46551
8528,46578
8529,46586
8530,46594
8531,46607
8532,46616
8533,46623
8534,46624
8535,46631
8536,46632
8537,46658
8538,46659
8539,46674
8540,46682
8541,46683
8542,46690
8543,46691
8544,46703
8545,46704
8546,46711
8547,46738
8548,46739
8549,46747
8550,46754
8551,46762
8552,46763
8553,46770
8554,46790
8555,46818
8556,46819
8557,46826
8558,46834
8559,46835
8560,46842
8561,46843
8562,46850
8563,46851
8564,46869
8565,46870
8566,46877
8567,46878
8568,46886
8569,46893
8570,46894
8571,46906
8572,46907
8573,46914
8574,46915
8575,46922
8576,46923
8577,46931
8578,46949
8579,46950
8580,46957
8581,46958
8582,46966
8583,46973
8584,46974
8585,46981
8586,47001
8587,47002
8588,47028
8589,47029
8590,47036
8591,47044
8592,47052
8593,47053
8594,47060
8595,47079
8596,47088
8597,47095
8598,47108
8599,47109
8600,47116
8601,47132
8602,47133
8603,47140
8604,47141
8605,47159
8606,47167
8607,47175
8608,47183
8609,47191
8610,47204
8611,47205
8612,47220
8613,47221
8614,47247
8615,47248
8616,47255
8617,47264
8618,47271
8619,47272
8620,47298
8621,47300
8622,47327
8623,47328
8624,47335
8625,47336
8626,47343
8627,47351
8628,47352
8629,47378
8630,47379
8631,47386
8632,47387
8633,47394
8634,47395
8635,47407
8636,47408
8637,47416
8638,47423
8639,47431
8640,47458
8641,47459
8642,47466
8643,47474
8644,47490
8645,47504
8646,47511
8647,47538
8648,47539
8649,47546
8650,47554
8651,47555
8652,47562
8653,47563
8654,47570
8655,47571
8656,47589
8657,47590
8658,47598
8659,47618
8660,47619
8661,47626
8662,47627
8663,47634
8664,47642
8665,47650
8666,47669
8667,47677
8668,47693
8669,47694
8670,47706
8671,47707
8672,47714
8673,47715
8674,47722
8675,47723
8676,47730
8677,47731
8678,47749
8679,47750
8680,47758
8681,47765
8682,47766
8683,47773
8684,47781
8685,47782
8686,47802
8687,47810
8688,47811
8689,47829
8690,47837
8691,47845
8692,47853
8693,47861
8694,47862
8695,47888
8696,47889
8697,47896
8698,47897
8699,47917
8700,47918
8701,47925
8702,47933
8703,47934
8704,47941
8705,47942
8706,47968
8707,47969
8708,47976
8709,47984
8710,47985
8711,47992
8712,48004
8713,48012
8714,48013
8715,48020
8716,48047
8717,48048
8718,48063
8719,48071
8720,48072
8721,48098
8722,48099
8723,48100
8724,48101
8725,48119
8726,48120
8727,48127
8728,48128
8729,48135
8730,48136
8731,48143
8732,48144
8733,48151
8734,48178
8735,48179
8736,48187
8737,48194
8738,48195
8739,48207
8740,48208
8741,48215
8742,48216
8743,48223
8744,48258
8745,48266
8746,48267
8747,48274
8748,48282
8749,48290
8750,48291
8751,48311
8752,48312
8753,48346
8754,48347
8755,48354
8756,48362
8757,48363
8758,48370
8759,48371
8760,48389
8761,48397
8762,48418
8763,48426
8764,48427
8765,48434
8766,48435
8767,48442
8768,48443
8769,48450
8770,48469
8771,48477
8772,48485
8773,48486
8774,48494
8775,48506
8776,48507
8777,48514
8778,48522
8779,48523
8780,48531
8781,48549
8782,48550
8783,48557
8784,48565
8785,48573
8786,48581
8787,48603
8788,48610
8789,48629
8790,48630
8791,48637
8792,48645
8793,48653
8794,48654
8795,48696
8796,48697
8797,48709
8798,48717
8799,48718
8800,48725
8801,48734
8802,48741
8803,48768
8804,48769
8805,48776
8806,48784
8807,48785
8808,48793
8809,48805
8810,48806
8811,48813
8812,48814
8813,48821
8814,48857
8815,48872
8816,48880
8817,48900
8818,48901
8819,48928
8820,48936
8821,48937
8822,48944
8823,48960
8824,48961
8825,48979
8826,48995
8827,48996
8828,49007
8829,49008
8830,49015
8831,49016
8832,49023
8833,49031
8834,49032
8835,49058
8836,49059
8837,49066
8838,49074
8839,49082
8840,49083
8841,49090
8842,49103
8843,49104
8844,49111
8845,49138
8846,49139
8847,49146
8848,49147
8849,49154
8850,49162
8851,49170
8852,49189
8853,49197
8854,49198
8855,49218
8856,49219
8857,49227
8858,49234
8859,49235
8860,49242
8861,49269
8862,49270
8863,49277
8864,49278
8865,49285
8866,49286
8867,49293
8868,49294
8869,49306
8870,49307
8871,49314
8872,49322
8873,49323
8874,49330
8875,49331
8876,49349
8877,49358
8878,49365
8879,49373
8880,49382
8881,49402
8882,49403
8883,49411
8884,49429
8885,49437
8886,49438
8887,49445
8888,49453
8889,49461
8890,49462
8891,49488
8892,49496
8893,49509
8894,49517
8895,49525
8896,49526
8897,49534
8898,49541
8899,49568
8900,49576
8901,49577
8902,49584
8903,49585
8904,49592
8905,49593
8906,49605
8907,49606
8908,49613
8909,49614
8910,49648
8911,49649
8912,49656
8913,49657
8914,49664
8915,49672
8916,49680
8917,49699
8918,49701
8919,49728
8920,49729
8921,49736
8922,49737
8923,49744
8924,49745
8925,49752
8926,49753
8927,49760
8928,49761
8929,49779
8930,49787
8931,49795
8932,49796
8933,49808
8934,49816
8935,49817
8936,49825
8937,49832
8938,49840
8939,49859
8940,49867
8941,49875
8942,49876
8943,49884
8944,49891
8945,49892
8946,49904
8947,49905
8948,49912
8949,49920
8950,49940
8951,49947
8952,49955
8953,49956
8954,49963
8955,49964
8956,49971
8957,49999
8958,50008
8959,50016
8960,50017
8961,50024
8962,50032
8963,50033
8964,50041
8965,50059
8966,50067
8967,50068
8968,50075
8969,50091
8970,50092
8971,50104
8972,50112
8973,50120
8974,50139
8975,50148
8976,50155
8977,50156
8978,50163
8979,50171
8980,50172
8981,50198
8982,50199
8983,50200
8984,50201
8985,50219
8986,50227
8987,50236
8988,50243
8989,50251
8990,50278
8991,50279
8992,50286
8993,50287
8994,50294
8995,50295
8996,50307
8997,50308
8998,50315
8999,50323
9000,50324
9001,50331
9002,50332
9003,50358
9004,50359
9005,50366
9006,50367
9007,50374
9008,50375
9009,50382
9010,50390
9011,50403
9012,50404
9013,50411
9014,50412
9015,50446
9016,50447
9017,50455
9018,50462
9019,50463
9020,50470
9021,50497
9022,50498
9023,50518
9024,50519
9025,50526
9026,50534
9027,50543
9028,50550
9029,50569
9030,50570
9031,50577
9032,50585
9033,50586
9034,50593
9035,50594
9036,50606
9037,50614
9038,50615
9039,50623
9040,50630
9041,50631
9042,50649
9043,50650
9044,50657
9045,50665
9046,50666
9047,50673
9048,50681
9049,50682
9050,50702
9051,50703
9052,50710
9053,50729
9054,50737
9055,50738
9056,50745
9057,50761
9058,50762
9059,50788
9060,50789
9061,50796
9062,50809
9063,50818
9064,50825
9065,50833
9066,50834
9067,50841
9068,50842
9069,50868
9070,50869
9071,50876
9072,50877
9073,50884
9074,50885
9075,50892
9076,50905
9077,50906
9078,50913
9079,50914
9080,50921
9081,50922
9082,50948
9083,50956
9084,50964
9085,50965
9086,50972
9087,50973
9088,50980
9089,50981
9090,50999
9091,51019
9092,51027
9093,51035
9094,51043
9095,51044
9096,51051
9097,51052
9098,51078
9099,51079
9100,51086
9101,51087
9102,51094
9103,51107
9104,51108
9105,51115
9106,51123
9107,51124
9108,51131
9109,51132
9110,51158
9111,51159
9112,51166
9113,51175
9114,51182
9115,51183
9116,51190
9117,51191
9118,51203
9119,51204
9120,51211
9121,51212
9122,51246
9123,51254
9124,51262
9125,51263
9126,51270
9127,51289
9128,51297
9129,51298
9130,51318
9131,51326
9132,51327
9133,51335
9134,51342
9135,51351
9136,51369
9137,51377
9138,51393
9139,51394
9140,51414
9141,51422
9142,51423
9143,51430
9144,51449
9145,51450
9146,51457
9147,51465
9148,51502
9149,51503
9150,51510
9151,51530
9152,51546
9153,51553
9154,51554
9155,51561
9156,51562
9157,51588
9158,51589
9159,51596
9160,51609
9161,51610
9162,51617
9163,51625
9164,51626
9165,51633
9166,51641
9167,51642
9168,51669
9169,51676
9170,51677
9171,51685
9172,51692
9173,51693
9174,51706
9175,51721
9176,51748
9177,51757
9178,51764
9179,51772
9180,51780
9181,51781
9182,51799
9183,51800
9184,51801
9185,51828
9186,51829
9187,51836
9188,51844
9189,51845
9190,51852
9191,51853
9192,51860
9193,51861
9194,51879
9195,51880
9196,51887
9197,51888
9198,51896
9199,51908
9200,51909
9201,51916
9202,51917
9203,51924
9204,51925
9205,51932
9206,51933
9207,51941
9208,51960
9209,51967
9210,51968
9211,51975
9212,51976
9213,51983
9214,51984
9215,51992
9216,52003
9217,52004
9218,52012
9219,52038
9220,52039
9221,52046
9222,52054
9223,52062
9224,52070
9225,52071
9226,52089
9227,52090
9228,52097
9229,52118
9230,52126
9231,52134
9232,52135
9233,52142
9234,52143
9235,52177
9236,52185
9237,52193
9238,52206
9239,52207
9240,52214
9241,52222
9242,52230
9243,52231
9244,52249
9245,52250
9246,52257
9247,52258
9248,52265
9249,52274
9250,52282
9251,52302
9252,52310
9253,52329
9254,52337
9255,52345
9256,52346
9257,52353
9258,52361
9259,52362
9260,52388
9261,52396
9262,52397
9263,52409
9264,52417
9265,52425
9266,52433
9267,52434
9268,52441
9269,52469
9270,52476
9271,52484
9272,52492
9273,52505
9274,52506
9275,52513
9276,52521
9277,52522
9278,52548
9279,52549
9280,52556
9281,52557
9282,52564
9283,52565
9284,52572
9285,52581
9286,52599
9287,52600
9288,52601
9289,52602
9290,52628
9291,52629
9292,52636
9293,52644
9294,52645
9295,52652
9296,52653
9297,52660
9298,52679
9299,52687
9300,52695
9301,52696
9302,52708
9303,52716
9304,52717
9305,52724
9306,52725
9307,52732
9308,52740
9309,52741
9310,52759
9311,52760
9312,52767
9313,52775
9314,52783
9315,52784
9316,52791
9317,52792
9318,52804
9319,52812
9320,52813
9321,52820
9322,52821
9323,52839
9324,52840
9325,52847
9326,52855
9327,52863
9328,52871
9329,52872
9330,52898
9331,52900
9332,52901
9333,52919
9334,52920
9335,52935
9336,52936
9337,52943
9338,52944
9339,52951
9340,52978
9341,52986
9342,52994
9343,52995
9344,53006
9345,53015
9346,53022
9347,53023
9348,53030
9349,53050
9350,53058
9351,53065
9352,53073
9353,53074
9354,53081
9355,53082
9356,53102
9357,53110
9358,53111
9359,53129
9360,53137
9361,53145
9362,53153
9363,53154
9364,53161
9365,53188
9366,53189
9367,53196
9368,53197
9369,53209
9370,53217
9371,53225
9372,53226
9373,53241
9374,53242
9375,53268
9376,53276
9377,53284
9378,53293
9379,53306
9380,53313
9381,53321
9382,53356
9383,53357
9384,53364
9385,53365
9386,53372
9387,53373
9388,53381
9389,53399
9390,53401
9391,53402
9392,53429
9393,53436
9394,53444
9395,53445
9396,53452
9397,53453
9398,53461
9399,53479
9400,53480
9401,53487
9402,53495
9403,53496
9404,53508
9405,53509
9406,53516
9407,53517
9408,53524
9409,53525
9410,53532
9411,53540
9412,53541
9413,53559
9414,53560
9415,53567
9416,53575
9417,53576
9418,53583
9419,53591
9420,53604
9421,53605
9422,53612
9423,53613
9424,53620
9425,53621
9426,53639
9427,53640
9428,53648
9429,53655
9430,53656
9431,53663
9432,53671
9433,53699
9434,53700
9435,53701
9436,53719
9437,53720
9438,53727
9439,53735
9440,53743
9441,53744
9442,53751
9443,53786
9444,53787
9445,53794
9446,53807
9447,53815
9448,53823
9449,53824
9450,53831
9451,53832
9452,53858
9453,53859
9454,53866
9455,53874
9456,53882
9457,53883
9458,53890
9459,53891
9460,53903
9461,53911
9462,53912
9463,53938
9464,53939
9465,53946
9466,53954
9467,53962
9468,53963
9469,53970
9470,53971
9471,53989
9472,53997
9473,54009
9474,54017
9475,54025
9476,54026
9477,54033
9478,54041
9479,54042
9480,54068
9481,54069
9482,54076
9483,54084
9484,54085
9485,54092
9486,54093
9487,54106
9488,54114
9489,54122
9490,54148
9491,54149
9492,54156
9493,54157
9494,54164
9495,54172
9496,54173
9497,54180
9498,54181
9499,54199
9500,54200
9501,54201
9502,54228
9503,54236
9504,54237
9505,54244
9506,54245
9507,54252
9508,54253
9509,54279
9510,54280
9511,54287
9512,54288
9513,54295
9514,54296
9515,54308
9516,54309
9517,54317
9518,54324
9519,54325
9520,54332
9521,54333
9522,54340
9523,54341
9524,54359
9525,54360
9526,54367
9527,54368
9528,54375
9529,54383
9530,54391
9531,54392
9532,54412
9533,54413
9534,54420
9535,54439
9536,54447
9537,54448
9538,54455
9539,54456
9540,54463
9541,54471
9542,54472
9543,54498
9544,54499
9545,54500
9546,54501
9547,54519
9548,54528
9549,54535
9550,54536
9551,54543
9552,54551
9553,54578
9554,54579
9555,54586
9556,54587
9557,54594
9558,54595
9559,54607
9560,54608
9561,54615
9562,54616
9563,54623
9564,54624
9565,54631
9566,54658
9567,54666
9568,54674
9569,54675
9570,54682
9571,54690
9572,54704
9573,54711
9574,54738
9575,54746
9576,54747
9577,54755
9578,54762
9579,54763
9580,54770
9581,54771
9582,54797
9583,54798
9584,54818
9585,54819
9586,54826
9587,54827
9588,54834
9589,54842
9590,54843
9591,54850
9592,54869
9593,54877
9594,54885
9595,54886
9596,54893
9597,54906
9598,54907
9599,54914
9600,54922
9601,54923
9602,54930
9603,54949
9604,54950
9605,54957
9606,54966
9607,54973
9608,54974
9609,54981
9610,55001
9611,55028
9612,55029
9613,55036
9614,55044
9615,55052
9616,55053
9617,55060
9618,55079
9619,55080
9620,55087
9621,55088
9622,55095
9623,55108
9624,55109
9625,55116
9626,55117
9627,55125
9628,55132
9629,55133
9630,55140
9631,55141
9632,55160
9633,55167
9634,55175
9635,55183
9636,55191
9637,55204
9638,55212
9639,55213
9640,55247
9641,55248
9642,55255
9643,55256
9644,55271
9645,55272
9646,55298
9647,55300
9648,55319
9649,55327
9650,55328
9651,55335
9652,55336
9653,55343
9654,55351
9655,55352
9656,55378
9657,55386
9658,55408
9659,55415
9660,55416
9661,55423
9662,55424
9663,55432
9664,55459
9665,55466
9666,55467
9667,55474
9668,55475
9669,55482
9670,55483
9671,55490
9672,55511
9673,55512
9674,55538
9675,55539
9676,55546
9677,55547
9678,55554
9679,55555
9680,55562
9681,55570
9682,55589
9683,55597
9684,55618
9685,55619
9686,55634
9687,55650
9688,55651
9689,55670
9690,55677
9691,55678
9692,55685
9693,55706
9694,55714
9695,55722
9696,55730
9697,55731
9698,55749
9699,55750
9700,55757
9701,55765
9702,55774
9703,55781
9704,55782
9705,55802
9706,55810
9707,55811
9708,55837
9709,55838
9710,55845
9711,55853
9712,55854
9713,55862
9714,55888
9715,55897
9716,55917
9717,55933
9718,55968
9719,55969
9720,55976
9721,55977
9722,55984
9723,55985
9724,55992
9725,55993
9726,56004
9727,56012
9728,56020
9729,56039
9730,56040
9731,56047
9732,56055
9733,56056
9734,56063
9735,56071
9736,56098
9737,56101
9738,56119
9739,56120
9740,56127
9741,56135
9742,56136
9743,56143
9744,56144
9745,56151
9746,56179
9747,56186
9748,56194
9749,56207
9750,56208
9751,56215
9752,56216
9753,56223
9754,56232
9755,56258
9756,56266
9757,56267
9758,56274
9759,56275
9760,56282
9761,56290
9762,56291
9763,56303
9764,56311
9765,56312
9766,56339
9767,56346
9768,56347
9769,56354
9770,56362
9771,56363
9772,56371
9773,56389
9774,56397
9775,56398
9776,56419
9777,56426
9778,56427
9779,56434
9780,56435
9781,56442
9782,56450
9783,56469
9784,56477
9785,56478
9786,56485
9787,56493
9788,56506
9789,56507
9790,56515
9791,56522
9792,56530
9793,56531
9794,56557
9795,56565
9796,56573
9797,56581
9798,56602
9799,56603
9800,56610
9801,56611
9802,56629
9803,56630
9804,56637
9805,56638
9806,56646
9807,56653
9808,56661
9809,56688
9810,56689
9811,56696
9812,56709
9813,56710
9814,56717
9815,56726
9816,56733
9817,56734
9818,56741
9819,56742
9820,56768
9821,56777
9822,56784
9823,56805
9824,56813
9825,56814
9826,56821
9827,56822
9828,56848
9829,56856
9830,56864
9831,56865
9832,56872
9833,56880
9834,56881
9835,56899
9836,56900
9837,56901
9838,56902
9839,56928
9840,56936
9841,56937
9842,56945
9843,56952
9844,56953
9845,56960
9846,56979
9847,56987
9848,56995
9849,57007
9850,57015
9851,57023
9852,57031
9853,57059
9854,57066
9855,57067
9856,57074
9857,57075
9858,57082
9859,57103
9860,57104
9861,57111
9862,57112
9863,57138
9864,57146
9865,57147
9866,57154
9867,57155
9868,57162
9869,57163
9870,57170
9871,57171
9872,57189
9873,57197
9874,57198
9875,57219
9876,57226
9877,57234
9878,57250
9879,57251
9880,57269
9881,57270
9882,57277
9883,57286
9884,57293
9885,57306
9886,57307
9887,57315
9888,57322
9889,57330
9890,57349
9891,57357
9892,57365
9893,57373
9894,57381
9895,57382
9896,57402
9897,57403
9898,57410
9899,57429
9900,57430
9901,57437
9902,57445
9903,57446
9904,57454
9905,57461
9906,57462
9907,57488
9908,57489
9909,57496
9910,57497
9911,57509
9912,57518
9913,57526
9914,57533
9915,57534
9916,57541
9917,57542
9918,57568
9919,57569
9920,57577
9921,57584
9922,57592
9923,57605
9924,57606
9925,57613
9926,57614
9927,57621
9928,57622
9929,57648
9930,57649
9931,57656
9932,57657
9933,57664
9934,57665
9935,57672
9936,57673
9937,57681
9938,57699
9939,57700
9940,57701
9941,57728
9942,57729
9943,57736
9944,57744
9945,57745
9946,57753
9947,57760
9948,57761
9949,57780
9950,57795
9951,57808
9952,57809
9953,57816
9954,57817
9955,57824
9956,57825
9957,57832
9958,57840
9959,57841
9960,57860
9961,57867
9962,57875
9963,57876
9964,57883
9965,57884
9966,57891
9967,57892
9968,57904
9969,57912
9970,57913
9971,57920
9972,57921
9973,57939
9974,57940
9975,57947
9976,57948
9977,57955
9978,57963
9979,57964
9980,57971
9981,57998
9982,57999
9983,58018
9984,58019
9985,58026
9986,58034
9987,58035
9988,58042
9989,58043
9990,58050
9991,58069
9992,58070
9993,58077
9994,58078
9995,58085
9996,58093
9997,58094
9998,58106
9999,58107
10000,58114
10001,58115
10002,58122
10003,58130
10004,58149
10005,58150
10006,58157
10007,58165
10008,58166
10009,58173
10010,58181
10011,58202
10012,58203
10013,58210
10014,58211
10015,58229
10016,58237
10017,58238
10018,58245
10019,58246
10020,58253
10021,58261
10022,58262
10023,58288
10024,58289
10025,58296
10026,58309
10027,58317
10028,58318
10029,58325
10030,58333
10031,58334
10032,58341
10033,58369
10034,58376
10035,58384
10036,58385
10037,58392
10038,58393
10039,58405
10040,58406
10041,58413
10042,58414
10043,58421
10044,58456
10045,58457
10046,58464
10047,58465
10048,58472
10049,58473
10050,58480
10051,58481
10052,58499
10053,58500
10054,58501
10055,58528
10056,58537
10057,58544
10058,58545
10059,58552
10060,58560
10061,58579
10062,58587
10063,58595
10064,58596
10065,58608
10066,58609
10067,58616
10068,58624
10069,58625
10070,58632
10071,58640
10072,58641
10073,58659
10074,58660
10075,58667
10076,58668
10077,58675
10078,58676
10079,58683
10080,58684
10081,58692
